customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment,cluster
12822,70,2,948.88,3,2,3,323,Loyal Customers,0
12823,74,18,6501.5,3,4,4,344,Champions,0
12824,59,1,397.12,3,1,2,312,Recent / New Customers,0
12825,520,2,518.63,1,2,2,122,Hibernating / Lost,1
12826,2,12,2800.75,4,4,4,444,Champions,0
12827,5,3,430.15,4,2,2,422,Loyal Customers,0
12828,2,6,1018.7099999999999,4,3,3,433,Champions,0
12829,336,3,385.3,2,2,2,222,Hibernating / Lost,1
12830,37,6,6814.64,3,3,4,334,Champions,0
12831,261,3,451.11,2,2,2,222,Hibernating / Lost,1
12832,31,2,383.03000000000003,3,2,2,322,Loyal Customers,0
12833,144,1,417.38,2,1,2,212,Hibernating / Lost,0
12834,282,1,312.38,2,1,1,211,Hibernating / Lost,1
12835,427,41,5996.83,1,4,4,144,At-Risk High Value,1
12836,58,15,6559.73,3,4,4,344,Champions,0
12837,172,2,662.66,2,2,2,222,Hibernating / Lost,0
12838,33,10,2975.91,3,4,4,344,Champions,0
12839,2,26,9669.12,4,4,4,444,Champions,0
12840,143,7,4041.97,2,3,4,234,At-Risk High Value,0
12841,4,40,6958.2,4,4,4,444,Champions,0
12842,69,4,1917.99,3,3,3,333,Champions,0
12843,65,30,6583.36,3,4,4,344,Champions,0
12844,28,4,648.6,3,3,2,332,Loyal Customers,0
12845,266,4,354.09000000000003,2,3,2,232,Needs Attention,1
12846,681,1,15.58,1,1,1,111,Hibernating / Lost,1
12847,21,2,1609.0,4,2,3,423,Loyal Customers,0
12848,675,1,208.0,1,1,1,111,Hibernating / Lost,1
12849,30,6,3042.47,3,3,4,334,Champions,0
12850,445,1,330.0,1,1,1,111,Hibernating / Lost,1
12851,96,2,280.76,2,2,1,221,Hibernating / Lost,0
12852,294,1,311.55,2,1,1,211,Hibernating / Lost,1
12853,134,11,3907.5,2,4,4,244,At-Risk High Value,0
12854,78,7,2970.97,3,3,4,334,Champions,0
12855,372,4,612.84,2,3,2,232,Needs Attention,1
12856,7,6,2170.78,4,3,3,433,Champions,0
12857,210,6,3688.0,2,3,4,234,At-Risk High Value,0
12858,382,1,147.27,1,1,1,111,Hibernating / Lost,1
12859,458,1,575.1,1,1,2,112,Hibernating / Lost,1
12860,692,1,54.22,1,1,1,111,Hibernating / Lost,1
12861,619,1,68.25,1,1,1,111,Hibernating / Lost,1
12862,425,2,984.62,1,2,3,123,Hibernating / Lost,1
12863,51,6,2792.55,3,3,4,334,Champions,0
12864,137,2,299.57,2,2,1,221,Hibernating / Lost,0
12865,25,4,3323.47,4,3,4,434,Champions,0
12866,282,3,1227.35,2,2,3,223,Hibernating / Lost,1
12867,25,13,7829.26,4,4,4,444,Champions,0
12868,185,8,2043.76,2,4,3,243,At-Risk High Value,0
12869,681,1,337.66999999999996,1,1,1,111,Hibernating / Lost,1
12870,374,3,1676.95,2,2,3,223,Hibernating / Lost,1
12871,83,3,744.02,3,2,2,322,Loyal Customers,0
12872,326,12,3283.96,2,4,4,244,At-Risk High Value,1
12873,281,3,2027.3,2,2,3,223,Hibernating / Lost,1
12874,384,2,948.42,1,2,3,123,Hibernating / Lost,1
12875,142,5,1356.99,2,3,3,233,At-Risk High Value,0
12876,57,4,4081.79,3,3,4,334,Champions,0
12877,3,20,2942.14,4,4,4,444,Champions,0
12878,235,2,854.99,2,2,2,222,Hibernating / Lost,0
12879,44,3,573.22,3,2,2,322,Loyal Customers,0
12880,381,2,640.13,1,2,2,122,Hibernating / Lost,1
12881,275,1,298.0,2,1,1,211,Hibernating / Lost,1
12882,8,2,1463.04,4,2,3,423,Loyal Customers,0
12883,24,4,703.47,4,3,2,432,Loyal Customers,0
12884,87,1,309.05,3,1,1,311,Recent / New Customers,0
12885,62,3,1175.22,3,2,3,323,Loyal Customers,0
12886,67,2,1378.4,3,2,3,323,Loyal Customers,0
12887,383,1,222.4,1,1,1,111,Hibernating / Lost,1
12888,213,2,354.12,2,2,2,222,Hibernating / Lost,0
12889,380,4,385.46,1,3,2,132,Needs Attention,1
12890,23,2,706.02,4,2,2,422,Loyal Customers,0
12891,185,11,840.5,2,4,2,242,Needs Attention,0
12892,396,1,263.38,1,1,1,111,Hibernating / Lost,1
12893,30,1,176.55,3,1,1,311,Recent / New Customers,0
12894,574,1,157.35,1,1,1,111,Hibernating / Lost,1
12895,41,2,372.8,3,2,2,322,Loyal Customers,0
12897,204,4,514.25,2,3,2,232,Needs Attention,0
12898,463,2,296.21,1,2,1,121,Hibernating / Lost,1
12899,413,1,366.4,1,1,2,112,Hibernating / Lost,1
12900,421,1,340.33,1,1,1,111,Hibernating / Lost,1
12901,8,28,17654.54,4,4,4,444,Champions,0
12902,264,1,138.68,2,1,1,211,Hibernating / Lost,1
12903,428,1,833.53,1,1,2,112,Hibernating / Lost,1
12904,17,2,496.06,4,2,2,422,Loyal Customers,0
12905,576,2,1018.42,1,2,3,123,Hibernating / Lost,1
12906,11,5,2919.81,4,3,4,434,Champions,0
12907,395,2,508.91,1,2,2,122,Hibernating / Lost,1
12908,175,5,1776.0,2,3,3,233,At-Risk High Value,0
12909,39,8,3103.19,3,4,4,344,Champions,0
12910,22,13,5796.5199999999995,4,4,4,444,Champions,0
12911,551,1,1651.72,1,1,3,113,Hibernating / Lost,1
12912,2,5,1662.3,4,3,3,433,Champions,0
12913,4,13,6283.24,4,4,4,444,Champions,0
12914,400,1,223.98,1,1,1,111,Hibernating / Lost,1
12915,148,4,975.1,2,3,3,233,At-Risk High Value,0
12916,138,7,4479.73,2,3,4,234,At-Risk High Value,0
12917,127,6,4359.2,2,3,4,234,At-Risk High Value,0
12918,625,1,10953.5,1,1,4,114,Hibernating / Lost,1
12919,7,6,1335.19,4,3,3,433,Champions,0
12920,16,4,486.64,4,3,2,432,Loyal Customers,0
12921,8,74,35233.24,4,4,4,444,Champions,3
12922,160,1,405.38,2,1,2,212,Hibernating / Lost,0
12923,63,3,770.42,3,2,2,322,Loyal Customers,0
12924,87,12,2469.4,3,4,4,344,Champions,0
12925,4,3,729.33,4,2,2,422,Loyal Customers,0
12926,410,4,1523.97,1,3,3,133,At-Risk High Value,1
12927,394,1,197.31,1,1,1,111,Hibernating / Lost,1
12928,34,12,4304.89,3,4,4,344,Champions,0
12929,311,1,117.85,2,1,1,211,Hibernating / Lost,1
12930,77,2,415.8,3,2,2,322,Loyal Customers,0
12931,21,57,92347.34,4,4,4,444,Champions,3
12932,538,8,1698.56,1,4,3,143,At-Risk High Value,1
12933,23,8,1636.63,4,4,3,443,Champions,0
12934,736,1,181.65,1,1,1,111,Hibernating / Lost,1
12935,1,15,4243.86,4,4,4,444,Champions,0
12936,16,4,1063.9,4,3,3,433,Champions,0
12937,14,9,3097.61,4,4,4,444,Champions,0
12938,25,1,114.14,4,1,1,411,Recent / New Customers,0
12939,63,20,25264.8,3,4,4,344,Champions,0
12940,54,2,899.69,3,2,3,323,Loyal Customers,0
12941,723,1,377.49,1,1,2,112,Hibernating / Lost,1
12942,130,3,675.6,2,2,2,222,Hibernating / Lost,0
12943,557,2,496.5,1,2,2,122,Hibernating / Lost,1
12944,35,2,604.51,3,2,2,322,Loyal Customers,0
12945,287,2,900.11,2,2,3,223,Hibernating / Lost,1
12946,436,1,324.45,1,1,1,111,Hibernating / Lost,1
12947,143,6,1603.99,2,3,3,233,At-Risk High Value,0
12948,15,9,2317.43,4,4,4,444,Champions,0
12949,30,22,15526.7,3,4,4,344,Champions,0
12950,1,3,1843.0,4,2,3,423,Loyal Customers,0
12951,8,15,3213.72,4,4,4,444,Champions,0
12952,5,4,1387.79,4,3,3,433,Champions,0
12953,9,2,828.81,4,2,2,422,Loyal Customers,0
12954,638,1,162.45,1,1,1,111,Hibernating / Lost,1
12955,0,11,4757.16,4,4,4,444,Champions,0
12956,305,4,521.89,2,3,2,232,Needs Attention,1
12957,9,13,8706.97,4,4,4,444,Champions,0
12958,399,2,467.34000000000003,1,2,2,122,Hibernating / Lost,1
12959,483,1,150.95,1,1,1,111,Hibernating / Lost,1
12960,413,4,1322.07,1,3,3,133,At-Risk High Value,1
12961,378,1,211.99,2,1,1,211,Hibernating / Lost,1
12962,6,2,266.39,4,2,1,421,Loyal Customers,0
12963,7,12,3235.79,4,4,4,444,Champions,0
12964,436,1,132.24,1,1,1,111,Hibernating / Lost,1
12965,88,1,769.8100000000001,3,1,2,312,Recent / New Customers,0
12966,9,1,160.18,4,1,1,411,Recent / New Customers,0
12967,357,3,2938.52,2,2,4,224,Hibernating / Lost,1
12968,111,1,135.95,2,1,1,211,Hibernating / Lost,0
12969,602,1,122.45,1,1,1,111,Hibernating / Lost,1
12970,6,10,1453.6,4,4,3,443,Champions,0
12971,3,116,15704.6,4,4,4,444,Champions,3
12972,413,4,1161.2,1,3,3,133,At-Risk High Value,1
12973,413,1,385.55,1,1,2,112,Hibernating / Lost,1
12974,197,2,408.95,2,2,2,222,Hibernating / Lost,0
12975,436,6,2100.09,1,3,3,133,At-Risk High Value,1
12976,211,8,3156.38,2,4,4,244,At-Risk High Value,0
12977,155,4,513.88,2,3,2,232,Needs Attention,0
12978,384,5,2502.82,1,3,4,134,At-Risk High Value,1
12979,728,1,517.7,1,1,2,112,Hibernating / Lost,1
12980,157,21,16245.78,2,4,4,244,At-Risk High Value,0
12981,29,2,372.21999999999997,3,2,2,322,Loyal Customers,0
12982,242,8,2744.81,2,4,4,244,At-Risk High Value,0
12983,597,1,490.08,1,1,2,112,Hibernating / Lost,1
12984,18,1,97.5,4,1,1,411,Recent / New Customers,0
12985,0,2,1239.38,4,2,3,423,Loyal Customers,0
12986,428,10,2729.84,1,4,4,144,At-Risk High Value,1
12987,73,5,1312.21,3,3,3,333,Champions,0
12988,291,1,505.82,2,1,2,212,Hibernating / Lost,1
12989,2,33,13551.75,4,4,4,444,Champions,0
12990,30,7,955.5,3,3,3,333,Champions,0
12991,22,3,764.82,4,2,2,422,Loyal Customers,0
12992,724,1,93.35,1,1,1,111,Hibernating / Lost,1
12993,22,8,1259.63,4,4,3,443,Champions,0
12994,3,3,974.42,4,2,3,423,Loyal Customers,0
12995,84,1,211.32,3,1,1,311,Recent / New Customers,0
12996,375,1,355.5,2,1,2,212,Hibernating / Lost,1
12997,21,8,2110.91,4,4,3,443,Champions,0
12998,492,3,920.0799999999999,1,2,3,123,Hibernating / Lost,1
12999,195,3,455.88,2,2,2,222,Hibernating / Lost,0
13000,106,4,1032.5,2,3,3,233,At-Risk High Value,0
13001,3,33,24042.65,4,4,4,444,Champions,0
13002,317,3,414.13,2,2,2,222,Hibernating / Lost,1
13003,105,3,149.05,2,2,1,221,Hibernating / Lost,0
13004,11,36,11650.85,4,4,4,444,Champions,0
13005,173,4,999.68,2,3,3,233,At-Risk High Value,0
13006,55,1,81.57,3,1,1,311,Recent / New Customers,0
13007,579,1,175.25,1,1,1,111,Hibernating / Lost,1
13008,322,3,612.13,2,2,2,222,Hibernating / Lost,1
13009,672,1,234.0,1,1,1,111,Hibernating / Lost,1
13010,373,2,330.12,2,2,1,221,Hibernating / Lost,1
13011,371,1,50.55,2,1,1,211,Hibernating / Lost,1
13012,8,11,2957.83,4,4,4,444,Champions,0
13013,0,29,11097.43,4,4,4,444,Champions,0
13014,10,11,5381.08,4,4,4,444,Champions,0
13015,52,11,6579.78,3,4,4,344,Champions,0
13016,72,3,789.89,3,2,2,322,Loyal Customers,0
13017,6,1,204.0,4,1,1,411,Recent / New Customers,0
13018,15,35,9763.16,4,4,4,444,Champions,0
13019,378,6,1229.95,2,3,3,233,At-Risk High Value,1
13020,562,2,618.96,1,2,2,122,Hibernating / Lost,1
13021,3,17,4887.24,4,4,4,444,Champions,0
13022,429,1,65.3,1,1,1,111,Hibernating / Lost,1
13023,63,3,1449.03,3,2,3,323,Loyal Customers,0
13024,470,2,555.87,1,2,2,122,Hibernating / Lost,1
13025,731,1,323.39,1,1,1,111,Hibernating / Lost,1
13026,0,9,1733.08,4,4,3,443,Champions,0
13027,113,19,17239.2,2,4,4,244,At-Risk High Value,0
13028,22,2,661.3199999999999,4,2,2,422,Loyal Customers,0
13029,30,5,1927.3,3,3,3,333,Champions,0
13030,10,2,752.4399999999999,4,2,2,422,Loyal Customers,0
13031,406,5,3292.84,1,3,4,134,At-Risk High Value,1
13032,51,9,2815.96,3,4,4,344,Champions,0
13033,356,2,220.55,2,2,1,221,Hibernating / Lost,1
13034,54,3,756.8199999999999,3,2,2,322,Loyal Customers,0
13035,73,3,1364.2,3,2,3,323,Loyal Customers,0
13036,684,1,307.1,1,1,1,111,Hibernating / Lost,1
13037,137,12,3914.95,2,4,4,244,At-Risk High Value,0
13038,79,3,908.46,3,2,3,323,Loyal Customers,0
13039,583,4,1010.73,1,3,3,133,At-Risk High Value,1
13040,8,2,676.99,4,2,2,422,Loyal Customers,0
13041,450,4,799.13,1,3,2,132,Needs Attention,1
13042,597,3,1488.59,1,2,3,123,Hibernating / Lost,1
13043,272,1,516.42,2,1,2,212,Hibernating / Lost,1
13044,290,11,4848.05,2,4,4,244,At-Risk High Value,1
13045,98,3,808.92,2,2,2,222,Hibernating / Lost,0
13046,30,3,949.25,3,2,3,323,Loyal Customers,0
13047,31,24,8428.53,3,4,4,344,Champions,0
13048,13,9,4049.13,4,4,4,444,Champions,0
13049,63,4,1408.24,3,3,3,333,Champions,0
13050,14,35,11986.52,4,4,4,444,Champions,0
13051,578,2,155.8,1,2,1,121,Hibernating / Lost,1
13052,211,7,3119.33,2,3,4,234,At-Risk High Value,0
13053,621,1,127.65,1,1,1,111,Hibernating / Lost,1
13055,77,4,2321.11,3,3,4,334,Champions,0
13056,550,1,209.48,1,1,1,111,Hibernating / Lost,1
13057,529,3,709.59,1,2,2,122,Hibernating / Lost,1
13058,24,3,271.40000000000003,4,2,1,421,Loyal Customers,0
13059,249,10,2291.77,2,4,4,244,At-Risk High Value,0
13060,253,1,307.53,2,1,1,211,Hibernating / Lost,1
13061,71,1,248.60999999999999,3,1,1,311,Recent / New Customers,0
13062,190,1,346.98,2,1,2,212,Hibernating / Lost,0
13063,480,1,188.4,1,1,1,111,Hibernating / Lost,1
13064,12,6,1666.84,4,3,3,433,Champions,0
13065,372,5,1055.05,2,3,3,233,At-Risk High Value,1
13066,23,2,470.8,4,2,2,422,Loyal Customers,0
13067,81,3,508.51,3,2,2,322,Loyal Customers,0
13068,9,2,344.0,4,2,2,422,Loyal Customers,0
13069,0,38,9284.45,4,4,4,444,Champions,0
13070,191,4,751.7,2,3,2,232,Needs Attention,0
13071,611,1,129.22,1,1,1,111,Hibernating / Lost,1
13072,266,1,177.15,2,1,1,211,Hibernating / Lost,1
13073,410,2,418.08,1,2,2,122,Hibernating / Lost,1
13074,510,4,1378.74,1,3,3,133,At-Risk High Value,1
13075,129,1,919.61,2,1,3,213,Hibernating / Lost,0
13076,457,1,135.4,1,1,1,111,Hibernating / Lost,1
13077,0,11,2740.65,4,4,4,444,Champions,0
13078,2,57,29018.06,4,4,4,444,Champions,0
13079,3,6,419.18,4,3,2,432,Loyal Customers,0
13080,178,4,280.73,2,3,1,231,Needs Attention,0
13081,11,28,56838.37,4,4,4,444,Champions,0
13082,125,21,7335.75,2,4,4,244,At-Risk High Value,0
13083,3,3,395.43,4,2,2,422,Loyal Customers,0
13084,491,1,122.39999999999999,1,1,1,111,Hibernating / Lost,1
13085,157,8,2433.28,2,4,4,244,At-Risk High Value,0
13086,382,1,439.33,1,1,2,112,Hibernating / Lost,1
13087,725,1,313.64,1,1,1,111,Hibernating / Lost,1
13088,416,1,236.11,1,1,1,111,Hibernating / Lost,1
13089,2,203,113416.91,4,4,4,444,Champions,3
13090,8,24,13091.74,4,4,4,444,Champions,0
13091,27,3,2321.82,3,2,4,324,Loyal Customers,0
13092,70,12,2140.28,3,4,3,343,Champions,0
13093,275,55,54144.25,2,4,4,244,At-Risk High Value,3
13094,20,13,2209.44,4,4,3,443,Champions,0
13095,70,1,74.4,3,1,1,311,Recent / New Customers,0
13096,393,1,419.7,1,1,2,112,Hibernating / Lost,1
13097,32,28,13324.1,3,4,4,344,Champions,0
13098,0,28,28882.44,4,4,4,444,Champions,0
13099,98,1,207.36,2,1,1,211,Hibernating / Lost,0
13101,233,4,695.4,2,3,2,232,Needs Attention,0
13102,0,37,11380.1,4,4,4,444,Champions,0
13103,39,3,709.64,3,2,2,322,Loyal Customers,0
13104,2,9,1709.1,4,4,3,443,Champions,0
13105,435,1,72.0,1,1,1,111,Hibernating / Lost,1
13106,132,2,603.46,2,2,2,222,Hibernating / Lost,0
13107,43,9,5253.07,3,4,4,344,Champions,0
13108,372,2,748.46,2,2,2,222,Hibernating / Lost,1
13109,59,3,1134.03,3,2,3,323,Loyal Customers,0
13110,30,12,2957.47,3,4,4,344,Champions,0
13111,718,1,321.88000000000005,1,1,1,111,Hibernating / Lost,1
13112,540,1,20.599999999999998,1,1,1,111,Hibernating / Lost,1
13113,0,37,18230.07,4,4,4,444,Champions,0
13114,730,1,234.38,1,1,1,111,Hibernating / Lost,1
13115,11,10,5494.7,4,4,4,444,Champions,0
13116,137,1,501.14,2,1,2,212,Hibernating / Lost,0
13117,21,18,2255.66,4,4,4,444,Champions,0
13118,19,9,2415.41,4,4,4,444,Champions,0
13119,668,1,134.9,1,1,1,111,Hibernating / Lost,1
13120,238,1,30.6,2,1,1,211,Hibernating / Lost,0
13121,268,1,283.73,2,1,1,211,Hibernating / Lost,1
13122,93,2,922.39,3,2,3,323,Loyal Customers,0
13123,472,2,506.75,1,2,2,122,Hibernating / Lost,1
13124,89,4,4641.66,3,3,4,334,Champions,0
13125,523,1,148.62,1,1,1,111,Hibernating / Lost,1
13126,4,13,3774.81,4,4,4,444,Champions,0
13127,77,1,259.17,3,1,1,311,Recent / New Customers,0
13128,630,1,263.5,1,1,1,111,Hibernating / Lost,1
13129,451,2,233.25,1,2,1,121,Hibernating / Lost,1
13130,93,1,64.0,3,1,1,311,Recent / New Customers,0
13131,22,7,3313.77,4,3,4,434,Champions,0
13132,261,1,77.3,2,1,1,211,Hibernating / Lost,1
13133,273,3,200.45,2,2,1,221,Hibernating / Lost,1
13134,85,6,2475.23,3,3,4,334,Champions,0
13135,196,2,3371.45,2,2,4,224,Hibernating / Lost,0
13136,55,13,6274.56,3,4,4,344,Champions,0
13137,10,16,7586.94,4,4,4,444,Champions,0
13138,21,7,1274.01,4,3,3,433,Champions,0
13139,15,8,8202.98,4,4,4,444,Champions,0
13140,107,5,1054.92,2,3,3,233,At-Risk High Value,0
13141,84,17,7656.08,3,4,4,344,Champions,0
13142,18,1,307.09000000000003,4,1,1,411,Recent / New Customers,0
13143,584,1,405.1,1,1,2,112,Hibernating / Lost,1
13144,332,2,135.35,2,2,1,221,Hibernating / Lost,1
13145,39,7,1128.52,3,3,3,333,Champions,0
13146,25,1,228.91,4,1,1,411,Recent / New Customers,0
13147,9,4,712.8,4,3,2,432,Loyal Customers,0
13148,28,26,8497.82,3,4,4,344,Champions,0
13149,13,4,1676.06,4,3,3,433,Champions,0
13150,483,3,449.96999999999997,1,2,2,122,Hibernating / Lost,1
13151,295,3,2465.21,2,2,4,224,Hibernating / Lost,1
13152,416,7,2146.38,1,3,3,133,At-Risk High Value,1
13153,5,1,486.22,4,1,2,412,Recent / New Customers,0
13154,398,3,1624.84,1,2,3,123,Hibernating / Lost,1
13155,32,6,1370.48,3,3,3,333,Champions,0
13156,384,3,1586.54,1,2,3,123,Hibernating / Lost,1
13157,48,9,5687.36,3,4,4,344,Champions,0
13158,94,5,1508.18,3,3,3,333,Champions,0
13159,8,4,1429.35,4,3,3,433,Champions,0
13160,21,1,91.8,4,1,1,411,Recent / New Customers,0
13161,312,2,472.13,2,2,2,222,Hibernating / Lost,1
13162,121,16,9275.49,2,4,4,244,At-Risk High Value,0
13163,609,1,17.65,1,1,1,111,Hibernating / Lost,1
13164,568,2,372.2,1,2,2,122,Hibernating / Lost,1
13165,45,3,1451.16,3,2,3,323,Loyal Customers,0
13166,282,2,875.93,2,2,3,223,Hibernating / Lost,1
13167,18,5,1125.15,4,3,3,433,Champions,0
13168,35,5,1840.73,3,3,3,333,Champions,0
13169,63,3,840.08,3,2,2,322,Loyal Customers,0
13170,26,1,108.81,3,1,1,311,Recent / New Customers,0
13171,21,3,468.41,4,2,2,422,Loyal Customers,0
13172,399,1,69.6,1,1,1,111,Hibernating / Lost,1
13173,3,11,2399.82,4,4,4,444,Champions,0
13174,15,12,7995.36,4,4,4,444,Champions,0
13175,581,2,831.45,1,2,2,122,Hibernating / Lost,1
13176,45,1,481.49,3,1,2,312,Recent / New Customers,0
13177,64,2,512.2,3,2,2,322,Loyal Customers,0
13178,25,21,14059.19,4,4,4,444,Champions,0
13179,618,1,572.31,1,1,2,112,Hibernating / Lost,1
13180,606,1,86.1,1,1,1,111,Hibernating / Lost,1
13181,380,1,359.69,1,1,2,112,Hibernating / Lost,1
13182,44,1,121.18,3,1,1,311,Recent / New Customers,0
13183,7,15,7036.18,4,4,4,444,Champions,0
13184,14,10,1668.95,4,4,3,443,Champions,0
13185,267,1,71.4,2,1,1,211,Hibernating / Lost,1
13186,39,3,1575.89,3,2,3,323,Loyal Customers,0
13187,336,4,341.36,2,3,1,231,Needs Attention,1
13188,10,1,114.6,4,1,1,411,Recent / New Customers,0
13189,18,2,260.68,4,2,1,421,Loyal Customers,0
13190,543,3,570.66,1,2,2,122,Hibernating / Lost,1
13191,657,1,164.69,1,1,1,111,Hibernating / Lost,1
13192,94,6,2558.58,3,3,4,334,Champions,0
13193,60,1,112.08,3,1,1,311,Recent / New Customers,0
13194,135,2,472.78,2,2,2,222,Hibernating / Lost,0
13195,413,1,136.73,1,1,1,111,Hibernating / Lost,1
13196,10,7,3068.84,4,3,4,434,Champions,0
13197,609,1,373.01,1,1,2,112,Hibernating / Lost,1
13198,9,8,4974.23,4,4,4,444,Champions,0
13199,3,67,15964.210000000001,4,4,4,444,Champions,0
13200,18,4,870.09,4,3,3,433,Champions,0
13201,501,4,1233.06,1,3,3,133,At-Risk High Value,1
13202,393,7,1580.3,1,3,3,133,At-Risk High Value,1
13203,9,10,2648.25,4,4,4,444,Champions,0
13204,730,1,966.66,1,1,3,113,Hibernating / Lost,1
13205,442,1,2803.2,1,1,4,114,Hibernating / Lost,1
13206,399,13,8308.19,1,4,4,144,At-Risk High Value,1
13207,14,4,535.86,4,3,2,432,Loyal Customers,0
13208,58,9,1976.3,3,4,3,343,Champions,0
13209,29,13,8509.51,3,4,4,344,Champions,0
13210,93,1,353.48,3,1,2,312,Recent / New Customers,0
13211,9,10,2618.77,4,4,4,444,Champions,0
13212,19,3,786.83,4,2,2,422,Loyal Customers,0
13213,56,11,3851.52,3,4,4,344,Champions,0
13214,417,7,3264.23,1,3,4,134,At-Risk High Value,1
13215,401,1,81.6,1,1,1,111,Hibernating / Lost,1
13216,267,1,333.74,2,1,1,211,Hibernating / Lost,1
13217,121,4,666.48,2,3,2,232,Needs Attention,0
13218,126,1,62.64,2,1,1,211,Hibernating / Lost,0
13219,617,1,76.23,1,1,1,111,Hibernating / Lost,1
13220,77,5,1336.0900000000001,3,3,3,333,Champions,0
13221,239,2,847.41,2,2,2,222,Hibernating / Lost,0
13222,576,1,88.5,1,1,1,111,Hibernating / Lost,1
13223,199,6,969.12,2,3,3,233,At-Risk High Value,0
13224,59,2,2155.95,3,2,3,323,Loyal Customers,0
13225,2,16,16260.07,4,4,4,444,Champions,0
13226,272,2,312.46,2,2,1,221,Hibernating / Lost,1
13227,201,1,257.7,2,1,1,211,Hibernating / Lost,0
13228,80,1,358.0,3,1,2,312,Recent / New Customers,0
13229,225,1,160.95,2,1,1,211,Hibernating / Lost,0
13230,3,30,6120.01,4,4,4,444,Champions,0
13232,12,7,1328.35,4,3,3,433,Champions,0
13233,73,4,1176.46,3,3,3,333,Champions,0
13234,672,2,346.5,1,2,2,122,Hibernating / Lost,1
13235,211,1,1031.07,2,1,3,213,Hibernating / Lost,0
13236,24,2,744.85,4,2,2,422,Loyal Customers,0
13237,387,1,643.0,1,1,2,112,Hibernating / Lost,1
13238,16,6,1006.63,4,3,3,433,Champions,0
13239,261,5,1594.69,2,3,3,233,At-Risk High Value,0
13240,95,8,1475.79,3,4,3,343,Champions,0
13241,411,1,112.53,1,1,1,111,Hibernating / Lost,1
13242,111,7,699.4,2,3,2,232,Needs Attention,0
13243,202,5,1220.38,2,3,3,233,At-Risk High Value,0
13244,92,1,121.74000000000001,3,1,1,311,Recent / New Customers,0
13245,50,2,989.22,3,2,3,323,Loyal Customers,0
13246,17,11,3351.75,4,4,4,444,Champions,0
13247,17,4,501.12,4,3,2,432,Loyal Customers,0
13248,124,2,465.68,2,2,2,222,Hibernating / Lost,0
13249,91,9,1608.9299999999998,3,4,3,343,Champions,0
13250,460,2,253.09,1,2,1,121,Hibernating / Lost,1
13251,401,1,252.68,1,1,1,111,Hibernating / Lost,1
13252,393,2,399.3,1,2,2,122,Hibernating / Lost,1
13253,156,4,2951.11,2,3,4,234,At-Risk High Value,0
13254,375,1,51.41,2,1,1,211,Hibernating / Lost,1
13255,8,3,678.76,4,2,2,422,Loyal Customers,0
13257,435,1,149.75,1,1,1,111,Hibernating / Lost,1
13258,11,5,1009.43,4,3,3,433,Champions,0
13259,61,9,1402.54,3,4,3,343,Champions,0
13260,60,1,557.62,3,1,2,312,Recent / New Customers,0
13261,268,2,944.1,2,2,3,223,Hibernating / Lost,1
13262,262,3,573.45,2,2,2,222,Hibernating / Lost,1
13263,0,39,8676.2,4,4,4,444,Champions,0
13264,442,1,722.56,1,1,2,112,Hibernating / Lost,1
13265,52,5,2092.66,3,3,3,333,Champions,0
13266,10,19,6135.04,4,4,4,444,Champions,0
13267,2,36,9429.81,4,4,4,444,Champions,0
13268,17,11,3174.75,4,4,4,444,Champions,0
13269,0,28,8537.32,4,4,4,444,Champions,0
13270,365,1,590.0,2,1,2,212,Hibernating / Lost,1
13271,36,1,211.49,3,1,1,311,Recent / New Customers,0
13272,30,2,276.56,3,2,1,321,Loyal Customers,0
13273,112,1,138.98,2,1,1,211,Hibernating / Lost,0
13274,408,1,360.85,1,1,2,112,Hibernating / Lost,1
13275,383,2,238.86,1,2,1,121,Hibernating / Lost,1
13276,63,5,1891.91,3,3,3,333,Champions,0
13277,15,7,523.3,4,3,2,432,Loyal Customers,0
13278,40,4,1435.85,3,3,3,333,Champions,0
13279,77,1,137.75,3,1,1,311,Recent / New Customers,0
13280,121,7,2293.33,2,3,4,234,At-Risk High Value,0
13281,438,1,350.85,1,1,2,112,Hibernating / Lost,1
13282,17,4,1313.19,4,3,3,433,Champions,0
13283,59,4,373.36,3,3,2,332,Loyal Customers,0
13284,330,1,201.19,2,1,1,211,Hibernating / Lost,1
13285,22,6,3364.59,4,3,4,434,Champions,0
13286,599,1,734.91,1,1,2,112,Hibernating / Lost,1
13287,602,3,781.59,1,2,2,122,Hibernating / Lost,1
13288,442,5,927.61,1,3,3,133,At-Risk High Value,1
13289,723,1,307.95,1,1,1,111,Hibernating / Lost,1
13290,437,1,208.63,1,1,1,111,Hibernating / Lost,1
13291,155,11,3270.79,2,4,4,244,At-Risk High Value,0
13292,38,5,994.51,3,3,3,333,Champions,0
13293,391,6,1192.94,1,3,3,133,At-Risk High Value,1
13294,189,3,1689.53,2,2,3,223,Hibernating / Lost,0
13295,359,4,1101.97,2,3,3,233,At-Risk High Value,1
13296,136,6,792.51,2,3,2,232,Needs Attention,0
13297,7,7,4368.62,4,3,4,434,Champions,0
13298,0,1,360.0,4,1,2,412,Recent / New Customers,0
13299,267,3,1218.7,2,2,3,223,Hibernating / Lost,1
